revenue,gender,age,engaged_last_30,lifecycle, days_since_last_order ,previous_order_amount,3rd_party_stores
46.99,1,35,0,C,18.81,1833.38,0
200,,,,C,11.45,2880.684,2
51.98,1,70,1,C,12.35,683.99,3
1,1,58,0,A,0.13,1020.99,0
127.98,,,,B,2.06,1905.96,0
1659.97,1,43,0,C,0.16,1972.72,2
1663.91,,,,C,12.16,2545.057,0
504.46,,,,C,3.61,628.98,10
237.48,1,65,0,C,6.48,9466.301,0
59.99,,,,C,6.9,0,3
97.97,,,,C,15.77,2580.13,1
929.49,1,81,0,A,0.74,2287.778,0
239,1,44,0,C,8.84,1144,0
29.98,1,62,0,C,17.16,341.96,7
110.99,,,,B,3.65,1650.614,0
1289.95,1,64,0,C,8.1,3341.3,0
1131.76,,,,A,0.9,1119.21,0
134.96,1,56,1,C,2.45,6231.884,0
111.96,1,61,0,C,6.29,1007.98,0
359.99,1,62,0,B,1.97,331.99,0
324.98,1,61,0,C,9.81,0,4
37.98,1,32,0,C,5.48,784.98,0
66.98,1,55,0,C,7.16,166.79,3
1788.58,,,,C,10.1,5276.66,0
172.98,1,23,0,C,10.74,708.43,0
69.99,1,65,0,B,1.39,3872.77,0
339,,,,C,4.19,2336.294,4
239,1,76,0,C,17.16,853.98,0
110,,,,C,4,1937.49,10
101.67,,,,C,16.1,2575.671,10
42.99,,,,B,2,248,0
459.36,1,52,0,C,3.84,972.77,1
97.99,,,,C,12.42,1908.98,2
99.98,1,63,0,B,1.52,4402.967,0
27.99,1,66,0,A,0.13,970.47,0
125.96,1,65,0,C,5.77,2758.52,5
109.99,,,,C,17.68,853.99,10
133.96,1,80,0,B,1.45,143.93,0
61.98,1,84,0,C,14.81,7368.197,3
458.98,1,,1,C,2.39,0,0
357,,,,C,19.45,1142.92,8
160.98,1,39,0,B,1.32,6797.454,0
1571.91,1,41,0,A,0.29,1664.504,0
539.97,1,90,0,C,8.68,1088.096,0
429.98,,,,C,22.74,706.99,0
59.08,1,57,0,C,16.52,1445.52,0
26.99,,,,C,3.16,0,1
109.95,,,,C,8,1823.942,1
1299.99,,,,C,17.35,3085.01,0
105.96,1,49,0,C,11.94,605.21,10
92.94,1,,1,A,0.13,0,0
339.98,0,45,0,B,2.55,2904.46,0
31.99,,,,C,12.52,6.99,2
126.34,,,,B,2.71,1305.94,0
42.73,1,59,0,B,1.65,2541.414,0
576.97,,,,C,6.68,3070.53,0
59.99,,,,B,4.61,5864.509,0
140,,,,C,11.45,1936.571,5
57.97,,,,C,6.35,2450.661,2
26.99,1,70,0,C,14.74,843.011,10
668,1,45,0,C,15.81,651.97,0
279.96,1,,0,C,6.1,1850.95,2
24.99,1,86,0,C,2.55,692,1
557.37,1,49,0,C,6.77,3659.697,0
149,1,63,1,C,0.55,0,10
79.98,1,52,0,A,0.35,466,0
123.96,1,71,0,A,0.65,3161.53,0
1256.26,1,68,0,B,2.39,2059.98,0
663.97,,,,A,0.13,3894.85,0
453.23,1,26,0,C,5.87,1117.15,1
1831.16,,,,C,1.55,1317.404,10
598,,,,C,23.58,3259.666,0
203.17,1,99,0,C,1.94,1049.949,2
129,1,97,0,C,9.9,566.99,4
90.24,1,29,1,C,11.61,9115.607,0
61.18,1,73,0,A,0.84,1284.59,0
239,,,,C,8.94,1443.604,0
928,,,,C,3.26,1246.08,1
147.37,,,,C,11.84,614.01,0
817.98,1,54,1,B,1.19,4379.253,0
534.97,1,97,0,C,10.23,4816.947,0
59.99,1,77,0,B,1.87,1959.601,0
149.99,1,51,0,C,16.61,4545.476,0
67.98,,,,C,4.81,0,10
148.789,1,74,0,C,14.32,1432.97,10
66.28,1,59,0,B,3.39,2111.12,0
89.95,1,68,0,C,0.32,1041.17,10
479.21,,,,C,9.13,2758.46,1
87.26,1,79,0,B,1.74,1488.921,0
43.88,,,,B,3.35,2453.1,0
576.97,1,80,0,C,7.19,2786.15,2
19.99,1,69,0,A,0.81,1758.724,0
298.2,,,,C,14.13,3368,0
75.96,1,68,0,C,22.65,5335.104,0
15.99,1,68,0,B,4.74,59,0
199.99,1,52,0,C,7.77,295,4
69.99,1,30,0,C,11.13,2846.08,0
61.97,1,58,0,C,11.9,1404.64,10
221.94,1,57,0,C,6.65,5363.794,3
49.98,1,72,0,C,4,0,3
239,,,,B,3.84,1453.912,0
408.94,1,76,0,B,3.55,4067.741,0
239,1,54,0,C,10.68,605.99,4
349.99,1,45,0,A,0.13,4400.9,0
229.99,,,,B,2.68,1051.95,0
53.18,1,41,0,B,2.1,89.99,0
458.99,,,,A,0.94,5277.156,0
208.78,1,44,0,A,0.19,1523.52,0
149.99,1,58,0,B,2.29,2988.98,0
36.98,1,62,0,C,12,765.41,0
1833.93,1,64,0,C,4.26,2444.96,0
143.404,1,61,0,C,11.52,2325.087,3
205.97,,,,A,0.9,1152.414,0
837.97,,,,C,21.19,570.99,0
4571.83,,,,C,18.06,1900.24,10
119.95,1,68,0,C,5.9,1459.31,4
258,,,,C,12.87,1271.06,5
655.61,,,,A,0.42,1227.24,0
129,,,,C,4.03,1082.519,4
902.98,,,,C,18.87,6071.544,10
234.96,,,,C,8.55,0,10
753.97,,,,B,2,132,0
94.98,1,67,0,C,20.77,3273.122,0
56.98,1,74,0,C,7.48,0,10
160.93,,,,C,23.45,405.21,10
159.4,1,89,0,B,1.87,5745.931,0
82.98,1,50,0,C,7.29,1325.97,0
504.86,,,,A,0.45,2948.99,0
113.96,,,,C,18,1198.5,10
140,1,74,0,C,10.65,3955.254,0
39.99,1,70,1,A,0.23,7200.082,0
699.93,,,,C,8.61,1339.694,2
459.95,1,30,0,C,1.23,0,10
109.95,,,,C,1.74,577.98,10
19.99,1,80,0,B,1.68,813.99,0
66.98,1,45,0,C,22.29,0,10
75.99,1,35,0,A,0.58,2923.467,0
22.99,,,,C,6.61,2545.38,3
399.99,1,65,0,C,18.29,519.414,10
23.43,,,,C,11.97,949,0
553.97,1,66,0,A,0.74,7808.276,0
699.99,1,91,0,C,8.45,3632.647,0
375,,,,C,11.65,963.9,0
98.99,,,,C,5.29,0,2
618.18,,,,B,1.26,811.564,0
357.98,1,60,0,C,22.52,2916.707,3
389.98,1,58,0,B,2.03,4096.367,0
2166.95,1,39,0,A,0.71,2398.57,0
857.94,1,40,0,C,2.52,4049.181,0
71.18,1,54,0,C,2.35,84.89,0
61.18,1,51,0,B,0.87,5687.997,0
491.96,,,,C,3.77,3945.311,1
36.92,1,74,0,C,1.16,487.2,10
39.99,1,66,0,C,11.9,4700.751,1
240.97,1,54,1,C,11.74,1535.794,0
836.97,1,86,0,C,19.84,1441.99,5
67.97,,,,C,0.19,1764.21,10
30.97,1,66,0,C,5.65,1086.93,4
69.99,,,,A,0.39,3410.178,0
14.99,,,,B,1.61,824.97,0
67.99,1,54,0,B,2.19,1228.957,0
256.57,1,47,0,C,16.55,4641.468,7
56,,,,B,2.68,1025.456,0
1808.97,1,47,0,C,17.77,1244,0
144.99,1,58,0,B,3.58,4902.14,0
89,1,79,0,A,0.77,2886.301,0
66.98,,,,C,9,771.28,3
138.99,,,,C,8.52,1484.601,3
29.99,1,45,0,A,0.19,1100.98,0
507.95,,,,C,11.19,2091.826,0
66.98,1,46,0,C,11.84,49.99,10
56,1,41,0,A,0.19,11597.9,0
427.99,,,,C,5.74,1839.93,0
54.97,,,,C,5.87,3052.864,0
116,,,,C,0.55,676.99,10
124.96,1,82,0,C,13.42,2091.57,0
115.99,1,83,0,C,10.35,404,3
119.95,,,,C,8.68,807.567,10
66.98,1,61,0,A,0.48,5631.97,0
690.04,,,,C,19.35,2956.57,5
526.84,1,66,0,B,1.68,4610.884,0
55.98,1,81,0,B,4.81,1570.96,0
129.99,1,52,0,C,13.39,3116.931,0
101.67,,,,C,15.13,6.99,10
3117.86,,,,C,7.23,4609.22,1
169.99,,,,C,7.71,4658.34,0
266.868,1,79,0,C,0.13,1850.06,10
2362.87,1,76,0,B,1.16,1510.93,0
172,,,,C,15.55,0,10
87.99,1,86,0,C,7.45,4.95,3
116.96,,,,C,8.61,195.98,4
219.99,1,54,0,B,4.13,3069,0
955.49,,,,C,17.13,4633.98,10
454.98,1,67,0,C,20.87,2809.777,1
449.99,1,60,0,B,0.29,4355.72,0
802.37,1,53,1,B,4.06,2020.99,0
71.98,1,62,0,C,4.19,115.99,10
737.59,,,,C,19.13,814.98,0
638.97,1,53,0,C,20.81,4387.93,0
805.96,,,,C,14.19,982.99,10
733.97,,,,C,4.16,1087.657,1
474.99,,,,C,5.74,635.99,0
449.99,,,,C,19.45,1288.26,10
57.98,,,,C,17.13,0,10
248.99,1,,0,C,17.58,1838.99,0
9.98,1,65,0,C,21.23,3414.425,0
39.99,,,,C,21.26,784.24,10
539.99,1,66,0,C,9.23,4724.432,0
99.99,,,,B,4.58,4243.99,0
795.6,1,67,0,C,21.06,11597.9,0
43.99,,,,C,1.77,8.99,10
862.46,1,66,0,B,4.35,3737.584,0
101.97,1,46,0,C,4.29,1125.5,1
557.96,1,54,0,C,5.06,971.21,1
199.99,1,41,0,A,0.94,832.99,0
522.417,1,94,1,C,8.87,2334.951,10
427.99,,,,C,13.16,0,10
348.95,1,62,0,C,19.84,1931,0
23.99,,,,C,23.71,1193.806,0
370.73,,,,C,7.42,3927.555,0
637.98,,,,A,0.26,941.494,0
56,,,,C,3.81,3170.93,1
66.98,1,53,0,C,10.71,800.89,0
45.98,1,50,0,C,9.13,1671.259,10
105.98,,,,A,0.65,659.49,0
1341.51,1,55,0,C,7.55,2345.85,10
116,,,,C,0.16,2023.874,10
345.97,1,38,0,C,5.71,2113.75,2
679.96,1,73,0,C,11.68,1606.96,0
36.98,,,,C,16.23,1174.237,0
486.71,0,51,0,C,2.74,504.5,1
1263.99,1,51,1,B,3.06,2853.544,0
116,,,,B,3.81,1015.99,0
169.99,1,64,0,A,0.87,3258.712,0
78.98,,,,C,10.77,1417.951,10
36.98,1,77,0,C,3.39,1861.47,10
549.99,,,,C,8.42,690.38,0
540.51,1,50,0,C,23.23,2193.168,10
69.97,,,,C,2.81,2052.079,1
368.95,,,,C,16.65,1321.391,7
249.99,,,,C,10.9,1913.934,0
866.98,1,42,0,C,5.68,1393.5,0
399.99,1,44,0,C,9.61,1369.99,10
35.99,1,55,0,C,3.39,469.95,1
538.98,1,79,0,C,22.03,2334.904,0
66.98,,,,C,8.68,14.99,1
59.99,1,53,1,C,1.55,3737.935,10
303.98,1,,0,C,7.1,28.83,1
97.97,,,,C,8.87,1151.96,0
1553.95,1,67,0,A,0.68,3558.515,0
72.98,1,85,1,A,0.13,2385.92,0
632.17,,,,C,9.61,455.59,2
69.99,1,75,0,B,1.1,322.21,0
749.98,,,,A,0.55,1024.449,0
86.17,,,,C,3.81,4165.535,1
89.98,,,,C,17.9,5.9,0
894.99,1,72,0,C,11.48,1753.332,10
429.99,,,,B,4.26,1512.912,0
1805.14,,,,C,1.84,0,10
41.98,1,54,0,C,4.26,1292.277,1
49.98,,,,C,4.23,734.83,1
841.5,1,55,0,B,2.32,4168.851,0
981.99,,,,A,0.84,1450.517,0
1124,,,,C,17.87,1180.98,0
399.99,1,76,0,C,21.1,5595.89,10
224.97,,,,C,7.29,1549.97,0
1336.82,1,73,0,A,0.32,2176.086,0
97.97,1,70,0,B,3.61,3716.421,0
88.97,,,,C,9.39,2534.411,0
351.96,1,62,0,A,0.84,993.6,0
199,1,63,0,C,7.61,3192.647,0
251.149,1,72,0,C,3.06,1542.209,1
30.99,1,43,0,C,7.06,2936.782,0
1347.97,1,46,0,C,7.26,1145.99,0
139.98,,,,C,4.68,5.99,2
39.98,,,,C,2.42,747.614,0
119.99,1,69,0,C,16.81,3235.154,0
738.96,1,70,0,C,18.29,1096.687,1
618.95,,,,C,5.58,1711.97,0
32.99,,,,C,4.65,1124.564,2
129,,,,C,9.39,806.79,1
299,1,87,0,C,12.97,2455.707,10
149.99,1,56,0,C,2.32,1650,10
109.95,1,76,0,C,16.52,1873.99,0
843.17,1,69,0,C,8.55,881.95,3
239,1,50,0,C,23.42,4163.361,3
625.99,,,,A,0.65,3863.55,0
129,,,,C,0.81,636.517,10
90.98,1,67,0,C,2.77,0,1
489.99,1,54,0,C,8.74,873.98,1
75.96,,,,C,5.58,7085.181,0
1004.58,,,,C,12.45,3262.45,10
387.97,1,55,0,C,6.84,1033.602,3
171.99,,,,C,7.65,3626.79,10
442.31,,,,C,2.29,3224.622,4
29.98,,,,C,2.81,2746.41,1
70.88,1,77,0,B,3.61,2222.897,0
123.97,,,,C,18.39,1574.24,7
16.99,,,,C,8.42,1305.97,2
79.94,1,47,0,B,2.03,2761.56,0
69.99,,,,A,0.71,5410.757,0
179.98,1,46,0,C,16.42,899.94,0
638.97,1,61,1,C,8.29,979.02,0
758.01,1,58,0,C,8.65,2188.956,10
207.37,1,55,0,C,9.55,3949.7,3
407.96,1,,0,B,3,1499,0
786.3,,,,C,11.52,1397.4,0
129,,,,C,14.84,2390,3
659.98,1,32,0,C,8.97,4356.577,0
115.99,,,,C,13.94,0,10
37.99,1,51,0,C,5.19,2232.29,0
948.91,1,56,0,B,2.35,3206.07,0
114.99,1,43,0,B,1.35,1129.05,0
565.71,1,46,1,C,2.29,4152.374,0
22.99,1,46,0,C,6.68,1142.945,4
628.96,1,52,0,C,15.61,1467.92,0
87.98,1,61,0,B,4.9,1195.9,0
56.08,,,,C,23.61,1045.29,10
96.96,1,57,0,C,10.16,676,0
140,1,61,0,C,4.45,2162.96,0
59.99,1,93,1,B,1.26,10069.731,0
96.96,1,51,0,C,16.48,59,0
388.97,0,80,0,C,9.48,1338.91,0
47.98,1,73,0,C,16,852.872,7
151.99,1,75,0,C,2.97,2823.12,10
119.99,1,54,0,C,6,5717.62,0
342.85,,,,A,0.65,554.99,0
66.98,1,61,0,A,0.32,1646.8,0
189.99,1,72,0,A,0.13,1404.18,0
657,1,56,0,A,0.55,4675.95,0
19.98,,,,C,17.52,5389.32,4
514.97,1,42,0,A,0.52,790.58,0
136,1,57,0,C,0.35,1555.98,10
22.99,,,,B,1.94,3161.501,0
985.09,1,71,0,C,10.55,1901.609,0
149.99,,,,C,9.1,849,4
342.96,,,,C,7.97,1823.591,0
82.77,1,68,0,A,0.13,5668.9,0
985.95,,,,C,7.35,1315.26,3
129,,,,C,9.74,1937,5
239,,,,C,7.06,1382.761,2
678.97,,,,C,0.48,621.99,10
53.98,,,,C,12.61,2929.199,10
110.19,,,,C,2.77,390.14,1
693.59,,,,C,2.16,2738.949,2
733.58,1,97,0,C,9.39,3025.02,0
214.99,1,41,0,A,0.87,149.99,0
101.77,,,,C,13.29,1133.967,10
848.11,1,50,0,C,0.87,2655.409,2
897.97,,,,C,16.23,1624.225,0
1414.46,,,,B,3.52,9766.26,0
39.98,,,,C,12.52,819.724,5
209.4,,,,A,0.74,1631,0
159,1,67,0,C,11.19,4683.355,0
101.77,1,80,0,C,18.74,1384.621,10
17.99,,,,C,3.32,822.614,0
140,1,49,0,C,2.1,3285.341,0
30.99,,,,C,11.06,2401.571,0
129.95,,,,C,0.45,430.18,10
61.97,1,45,0,C,6.42,1141.04,0
382.19,1,55,0,A,1,6164.787,0
210.98,,,,C,17.1,4013.93,0
2050.31,,,,C,12.71,6724.221,1
1570.88,,,,C,9.39,1792.36,10
69.98,1,67,0,C,6.19,0,2
824.49,1,74,0,C,6.74,2330.8,2
569.98,1,41,0,C,12.48,3771.127,5
1273.09,1,59,0,A,0.97,3464.66,0
1316.12,1,59,0,A,0.42,1585.43,0
76.98,1,86,0,C,7.61,1733.93,0
464.86,1,62,0,A,0.26,7395.936,0
26.99,,,,C,22.61,1924.5,10
688.98,,,,C,15.06,1505.63,2
19.99,,,,A,0.23,331.99,0
29.99,,,,B,1.87,1474.81,0
410.29,1,58,0,A,0.48,5407.108,0
239,1,58,0,C,13.81,1819.96,5
564.97,1,68,0,C,20.74,1463.98,0
64.98,1,60,0,C,10.97,1935.86,10
112.97,1,50,0,C,2.74,1034.469,1
549.99,,,,C,20.87,501.98,3
1038.96,,,,C,21.13,1090.99,0
89.99,,,,A,0.58,3203.417,0
346.99,1,43,0,C,2.29,876.16,0
328,1,36,0,C,21.26,1452.89,10
49.98,1,53,0,B,1.55,4226.177,0
79.99,,,,A,0.77,1752.867,0
90.94,,,,C,16.55,139.99,7
168.99,,,,C,23.71,1366.99,0
968.97,,,,C,13.52,37.98,0
838.99,1,48,0,C,3.16,1437.98,1
467.95,0,38,0,C,7.61,494.99,0
442.98,,,,B,1.23,1921.842,0
26.99,1,95,0,C,9.16,2439.43,4
431.23,,,,C,17.58,490.99,0
99,1,68,0,C,2.26,3013.574,8
1078.98,,,,C,4.61,3415.21,2
20.99,1,31,0,B,2.9,5897.471,0
59.99,,,,B,4.55,3148.427,0
64.98,1,50,0,C,14.23,2198,0
705.15,1,49,0,C,17.06,550,0
732.96,1,71,0,C,8.13,3360.707,0
139.96,1,,0,C,5.9,0,1
82.17,1,65,0,B,3.42,3108.444,0
1017.13,,,,C,3.55,2794.341,1
298,1,51,0,C,2.61,2505.53,10
140,,,,C,11.19,1533.98,0
39.99,,,,C,7.16,0,10
1179.3,1,82,0,C,19.87,4363.289,0
449.99,1,49,0,B,1.55,2103.447,0
529.99,,,,A,0.81,0,0
79.99,1,46,0,C,7.45,3066.72,0
139.99,1,94,0,B,3.1,3132.07,0
389.99,1,,0,B,3.23,581.98,0
59.97,,,,C,8.58,6829.132,2
19.99,1,25,0,C,0.32,549.39,10
23.99,1,76,0,C,7.52,0,3
119.99,1,53,0,C,6.9,5341.9,0
180.98,1,36,0,B,1.13,1444.94,0
53.88,1,62,0,B,3.74,933.61,0
87.99,1,45,0,C,2.45,0,0
1172.96,,,,C,11.71,505.97,2
860.38,,,,B,1.74,1811.65,0
826.26,1,39,0,B,4.26,1370.88,0
889.44,,,,C,12.13,0,4
277.99,,,,B,1.23,2364.9,0
63.17,1,85,0,C,2.65,608.44,1
139.96,1,51,0,C,4.06,1629.88,1
43.19,1,54,0,C,5.81,1584.55,0
71.96,1,83,0,C,4.45,0,1
66.98,,,,C,11.42,1885.51,2
670.27,1,61,0,A,0.94,1692.45,0
89.99,,,,C,3.29,1122.179,1
911.46,1,45,0,C,12.94,4337.607,1
66.98,,,,C,5.58,2071.111,0
279.99,,,,C,8.97,531.99,3
110,1,72,0,C,11.71,3446.837,5
31.99,1,54,0,C,12.9,586.387,5
676.43,,,,C,15.55,1616.99,5
133.96,,,,C,16.13,0,7
339.98,,,,C,11.97,2460.844,0
69.95,1,79,0,B,2.94,5658.423,0
121.46,1,70,0,C,6.19,742.642,2
2999.8,1,67,0,C,5.84,2117.99,0
783.98,,,,C,10.65,1369.204,0
1167.45,1,26,0,B,3.84,508.98,0
279.98,1,73,0,C,12,1893.616,10
140,,,,C,2.84,1139.1,1
75.98,,,,C,4.84,3652.484,2
488.66,1,64,0,C,2.58,411.99,1
30.99,1,70,0,C,10.1,3964.426,1
488.97,,,,C,6.81,714.629,0
114.99,,,,C,9.13,1055.94,0
767.98,1,54,1,C,6.65,3163.882,0
75.96,,,,C,4.61,1131.766,2
199,1,79,0,C,9.77,1651.889,0
448.97,1,73,0,B,1.45,1006.42,0
70.97,,,,C,2.16,4268.821,1
560.96,1,66,1,C,8.32,1009.46,0
688.96,,,,C,19.71,2102.99,1
1974,,,,C,13.81,1275.98,10
139.96,1,71,0,C,8.45,3194.109,3
84.56,,,,C,14.45,150.99,10
159.4,1,79,0,C,5.13,2263.242,10
383.99,1,75,0,C,23.58,973.614,10
43.19,1,73,0,B,1.42,1603.667,0
288,,,,B,2.52,0,0
79.99,,,,B,2.97,2355.48,0
140,1,65,0,C,10.35,3182.091,4
141.98,,,,C,23.58,2688.99,10
787.53,,,,B,1.32,1419.19,0
91.99,1,65,0,C,3,0,10
372.96,1,77,0,C,5.06,1993.994,7
23,,,,C,3.77,678.459,10
722.95,1,36,0,C,5.55,613.98,2
129.95,1,49,0,C,5.68,942.806,10
90.99,,,,B,1.81,311.99,0
139.99,,,,C,16.55,1124.7,3
52.98,1,83,0,C,10.68,1232.865,4
538.97,,,,C,16.55,524.99,9
51.98,,,,C,1.9,1658.93,3
129,,,,C,23.65,853.99,0
474.98,1,67,0,C,9.48,464.99,0
2501.84,1,76,0,C,10.71,4049.442,0
1097.15,1,52,0,C,9.23,2249.66,0
35.98,1,52,0,C,8.42,5820.254,3
162.98,,,,C,20.23,4236.53,10
87.99,1,51,0,C,7,2786.79,0
98.98,,,,C,8.71,5162.31,0
37.98,1,68,0,C,11.61,5425.45,0
169.99,1,58,0,A,0.55,1734.517,0
1944.99,1,74,0,C,11.06,5661.62,1
2531.89,,,,C,8.55,5482.62,0
133.96,1,52,0,C,7.9,2165.537,3
191.92,,,,C,6.52,2718.591,1
54.99,,,,C,22.52,1179,0
99.17,1,54,0,B,2.16,578.99,0
59.99,,,,C,9.19,0,0
1683.56,1,48,0,C,13.42,1383,0
226.41,,,,C,19.45,6.99,0
1410.36,,,,A,0.16,1561.611,0
54.97,,,,C,5.84,2298.451,1
997.97,1,50,0,B,3.58,2679.604,0
61.18,,,,C,15.35,300.527,10
692.99,1,37,0,C,7.32,1640.98,0
338.48,1,79,0,B,4.58,2400.94,0
239,1,48,0,C,7.84,933.97,3
599.98,1,70,0,C,12.1,766.98,1
292.99,,,,C,14.71,1452.867,10
89.99,1,56,0,C,3.9,1458.444,1
98.97,,,,A,0.13,4018.241,0
101,1,83,0,C,8.97,3788.641,0
129.99,1,43,0,C,5.39,1195.115,0
132.98,1,58,0,A,0.23,1057.02,0
112,,,,C,23.42,1732.066,10
1568.17,1,84,0,A,0.48,2057.94,0
89.96,1,62,0,C,8.55,8602.416,0
239,1,83,0,C,13.55,1226.729,2
545.82,,,,C,5.16,1563.72,0
32.99,,,,B,1.35,2020.048,0
449.99,,,,C,21.19,2930.49,1
140,,,,C,10.97,987.19,3
660.97,,,,C,16.1,2045.07,10
269.95,1,63,0,C,11.26,14.99,5
307.99,,,,A,0.42,0,0
747.96,1,54,0,C,6.19,4930.54,0
1848.52,1,46,0,A,0.13,11597.9,0
59.99,,,,C,15.48,5801.92,0
534.97,1,45,0,C,9,387.99,4
90.94,,,,C,10.1,3415.943,0
85.47,1,70,0,C,8.61,1748.803,10
783.98,1,49,0,C,3.55,6433.66,1
247.24,,,,C,11.39,2348.99,5
557.61,1,61,0,C,8.19,6376.91,0
27.99,,,,C,7.16,1631.96,0
712.15,,,,C,14.32,1199.09,10
66.98,1,53,0,C,13.58,1348.71,6
239,1,70,0,C,19.03,475.587,10
697.99,1,71,0,B,2.68,3697.63,0
249.97,1,,0,A,0.97,4019,0
92.97,1,55,0,B,2.29,1096.587,0
1275.84,,,,A,0.42,2063.98,0
288,,,,C,16.16,1073.97,10
41.99,,,,C,22.45,0,2
159.98,1,36,0,C,8.29,3487.47,3
140,1,60,0,C,10.65,486.95,10
499.99,1,66,0,C,14.39,3532.877,5
119.99,1,77,0,C,22.1,8548.331,0
2320.36,,,,C,6.48,2292.704,0
63.98,,,,C,7.29,5.9,3
64.06,,,,C,4.77,2331.31,2
155.96,1,99,0,C,1.42,0,10
459.96,1,68,0,C,8,1867.98,1
149.99,1,45,0,C,8,2060.48,10
2573.99,1,45,0,C,11.9,6509.07,1
105.96,,,,C,21.65,1137.65,1
99.99,1,70,1,C,4.45,337.19,1
831.08,1,57,0,C,5.29,4819.73,0
489.99,1,54,0,A,0.26,2146.41,0
942.94,1,43,0,A,0.29,0,0
478.97,1,67,0,C,11.42,2259.39,4
1476.94,,,,B,2.06,0,0
129.95,1,80,0,B,1.77,3439.222,0
159,1,69,0,B,2.58,7780.004,0
119.98,,,,B,2.9,681.95,0
1331.98,,,,C,11.58,3430.311,0
109.94,1,80,0,C,8.68,5414.768,2
149.96,,,,C,4.9,8,10
2407.4,1,64,0,C,20.19,1810.66,8
39.99,1,61,0,C,7.32,2656.849,0
631.74,1,86,0,C,16.13,3709.155,10
179.98,,,,C,2.23,2984.98,10
110.98,1,69,0,B,2.77,2034.432,0
97.97,1,56,0,C,9.42,1071.97,2
164.98,1,39,0,B,1.26,10050.64,0
199,,,,C,15.23,2051.507,0
106.36,1,69,0,C,0.13,370.99,1
193.98,1,64,1,C,19.87,1455.4,0
292.99,,,,C,9.1,419.99,1
89.97,,,,C,5.55,3071.894,2
101.96,,,,C,10.1,707.97,2
991,1,47,0,B,4.94,1815.49,0
228.88,1,47,1,C,11.55,1884,1
89.99,,,,C,0.13,570.99,10
835.95,1,65,0,C,8.26,1418.357,0
768.99,1,87,0,B,3.87,983,0
1139.97,1,42,0,C,2.81,2927.726,1
219.99,,,,C,8.97,748.98,10
102.98,1,42,0,C,19.68,1418,0
42.98,1,58,0,C,6.13,2296.661,0
136.99,,,,C,12.29,1031.99,0
279.96,,,,A,0.58,4.95,0
56,,,,C,4.35,8,1
244.94,,,,B,2.19,358.31,0
35.98,,,,C,9.26,0,0
536.37,1,46,0,B,1.71,963.75,0
39.98,,,,C,20.19,1053.666,10
16.99,1,75,0,C,5,3728.571,10
33.98,1,56,0,C,2.94,4399.922,1
1401.86,1,60,0,C,2.48,102.34,0
31.99,,,,C,6.55,669.44,1
129,,,,C,4.06,586.99,10
1027.95,,,,C,20.81,203.6,10
35.98,,,,C,15.23,611.927,5
501.99,1,49,1,C,14.94,863.874,5
239,1,76,0,B,2.35,9271.986,0
19.98,1,74,0,C,3.06,985.542,1
161.99,1,73,0,A,0.77,1308.92,0
132.98,,,,C,6.74,1566.604,0
872.57,,,,C,16.9,1357.296,0
752.98,,,,C,16.81,4660.374,10
216.94,1,65,0,C,23.71,2156.99,0
710.42,1,53,0,B,1.16,5361.259,0
74.99,1,72,0,C,16.35,1235.94,0
109.95,,,,C,7.29,1457.51,3
2362.42,,,,B,2.61,6046.97,0
4491.99,,,,C,11.19,9955.468,2
43.98,,,,C,10.45,1078.935,4
69.99,,,,C,7.9,4030.916,3
249.97,1,63,0,C,0.74,1276.99,6
372.39,,,,C,6.81,882.65,0
449.97,1,72,0,C,2.32,1041.817,0
824.45,,,,C,12.16,5865.36,0
501.98,,,,C,2.84,368.99,10
1017.87,1,55,0,C,6.19,2145.34,0
59.98,,,,C,7.77,2232.74,2
342.95,1,91,0,C,11.77,3279.534,3
294.39,1,,0,C,11.39,1262.66,0
697.99,,,,C,23.61,509.99,0
211.95,1,,1,C,6.84,943.99,0
277.99,,,,C,7.87,627.99,0
274.99,1,52,0,C,15.42,1048.99,0
488.97,,,,C,15.29,1484.171,0
568.96,1,71,0,B,2.9,4154.08,0
757.96,,,,C,12.48,0,10
132.99,,,,C,13.74,434.89,1
239,1,87,0,C,3.19,1704.99,10
489.6,1,,0,C,7,5284.01,0
715.97,,,,C,5.39,84.99,0
142.171,,,,C,5.1,763.57,10
239,,,,C,20.58,1651.524,0
43.19,1,71,0,C,11.48,1664.239,0
47.98,,,,C,7.45,721.08,10
214.99,,,,C,11.52,4185.461,0
93.97,,,,C,21.55,1515.94,5
658.38,1,75,0,C,23.48,1073.88,0
401.28,1,64,0,C,3.1,2760.99,0
1931.83,1,69,0,C,6.1,2216.6,2
94.37,,,,C,4.48,1725.232,1
120.66,,,,C,8.03,97.84,3
161.98,1,45,0,C,22.19,1177.13,0
69.99,1,63,0,A,0.48,5267.83,0
291.52,,,,B,1.06,2430.349,0
4688.52,,,,C,9.19,6374,0
2262.7,1,52,0,A,0.42,11597.9,0
196.97,1,69,0,C,20.45,469.812,0
488.97,1,54,0,C,21.1,2282.97,0
76.98,1,62,0,A,0.13,4540,0
57.97,1,54,0,C,11.45,1062.945,5
75.89,1,87,0,C,20.45,9199.37,0
129.99,1,56,0,C,4.74,3810.894,1
140,,,,C,6.87,1829.677,2
498.57,,,,A,0.29,996.66,0
240.52,1,50,0,C,9.81,3029.517,0
